"codLinea","codLineaStr","codLineaStrSin","userCodLinea","nombreLinea","observaciones","cabeceraIda","cabeceraVuelta","avisoSinHorarioEs","avisoSinHorarioEn","tagsAccesibilidad","linea","sentido","orden","espera","fechaInicioDemanda","fechaFinDemanda","codParada","nombreParada","direccion","lon","lat","lineas"
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","19","","","","802","Martínez Maldonado - Eugenio Gross","CL MARTINEZ MALDONADO 48","-4.436326","36.721592",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","20","","","","803","Martínez Maldonado - Las Chapas","CL MARTINEZ MALDONADO 62","-4.439004","36.721592",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","21","","","","804","Martínez Maldonado - Arroyo del Cuarto","CL MARTINEZ MALDONADO 70","-4.441313","36.72156",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","22","","","","805","Av. Carlos Haya - Parque del Norte","AV CARLOS HAYA 32","-4.4440618","36.721653",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","23","","","","806","Av. Carlos Haya - Los Remedios","AV CARLOS HAYA 62","-4.4465246","36.722126",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","24","","","","807","Av. Carlos Haya - Hospital","AV CARLOS HAYA 92","-4.4503837","36.72277",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","25","","","","808","Av. Carlos Haya - Parque Florida","AV CARLOS HAYA 110","-4.452561","36.72312",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","26","","","","809","Av. Carlos Haya - Ortega Prados","AV CARLOS HAYA 148","-4.454261","36.72367",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","27","","","","810","Av. Carlos Haya - Alcubilla","AV CARLOS HAYA 196","-4.4571176","36.724987",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","28","","","","811","Av. Carlos Haya - Teatinos","AV LOPE DE VEGA 2","-4.460102","36.726048",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","29","","","","819","Navarro Ledesma - Carril del Capitán","CL NAVARRO LEDESMA 22","-4.463057","36.725643",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","30","","","","812","Navarro Ledesma - Quinta Alegre","CL NAVARRO LEDESMA 34","-4.4652085","36.725346",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","31","","","","813","Navarro Ledesma - Colonia Sta. Inés","CL NAVARRO LEDESMA 78","-4.466965","36.725105",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","32","","","","814","Navarro Ledesma - Ciudad Sta. Inés","CL NAVARRO LEDESMA 140","-4.470103","36.724712",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","33","","","","2304","Navarro Ledesma - La Palma","CL NAVARRO LEDESMA  142","-4.4725437","36.724426",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","34","","","","815","Av. de José Ribera - La Palma","AV. JOSE RIBERA 4","-4.4723616","36.72161",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","35","","","","816","Av. de José Ribera","AV JOSE RIBERA 24","-4.4715014","36.71949",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","36","","","","817","Facultad de Derecho","AV. MARQUES DE BECCARIA 1","-4.4709587","36.717686",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","37","","","","2011","Facultad de Medicina","BV LOUIS PASTEUR 30","-4.473115","36.717117",""
"8.0","8","8","8","El Palo - Carlos Haya - Clínico","Ampliación al Palo.","El Palo  (P.Virginia)","Navarro Ledesma","","","","","1","38","","","","2251","Hospital Clínico","CL EOLO 10","-4.476207","36.717697",""
