"codLinea","codLineaStr","codLineaStrSin","userCodLinea","nombreLinea","observaciones","cabeceraIda","cabeceraVuelta","avisoSinHorarioEs","avisoSinHorarioEn","tagsAccesibilidad","linea","sentido","orden","espera","fechaInicioDemanda","fechaFinDemanda","codParada","nombreParada","direccion","lon","lat","lineas"
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","28","","","","1261","Av. Europa - Santa Bárbara","AV EUROPA 151","-4.460172","36.695618",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","29","","","","2758","Horacio Quiroga - Parque Mª Luisa","CL HORACIO QUIROGA 2","-4.45893","36.69594",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","30","","","","2759","Av. Isaac Peral","AV. ISAAC PERAL 31","-4.457985","36.69384",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","31","","","","2760","Av. Virgen de Belén","AV VIRGEN DE BELEN 5","-4.455308","36.69395",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","32","","","","353","Av. de Velázquez - Los Guindos","AV. VELAZQUEZ 79","-4.4528813","36.694046",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","33","","","","354","Av. de Velázquez - Bda. La Paz","AV VELAZQUEZ  61","-4.450407","36.695988",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","34","","","","355","Av. de Velázquez - Vistafranca","AV. VELAZQUEZ 37","-4.4477587","36.69807",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","35","","","","356","Av. de Velázquez - El Torcal","AV VELAZQUEZ 7","-4.445117","36.700157",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","36","","","","357","Av. de la Paloma - Bda. Girón","AV PALOMA 23","-4.442686","36.70094",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","37","","","","1259","La Hoz - Mercado  de Huelin","CL LA HOZ 37","-4.4383025","36.7026",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","38","","","","360","Ayala - Jardín de la Abadía","CL AYALA 63","-4.4361143","36.705757",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","39","","","","361","Ayala - Iglesia","CL AYALA 47","-4.4344482","36.70729",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","40","","","","362","Ayala - Los Arcos","CL AYALA 11","-4.431534","36.709717",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","41","","","","2466","Ingeniero Garnica","CL INGENIERO GARNICA 3","-4.4284897","36.709976",""
"27.0","27","27","27","Avda. M. A. Heredia - Santa Bárbara - P. I. Guadalhorce","Elim¡nación parada 1210","Av. M. A. Heredia","P. I. Guadalhorce","","","","","2","42","","","","462","Av. Antonio Machado - Nuevo Puente del Carmen","AV MANUEL AGUSTIN HEREDIA S/N","-4.4252462","36.71179",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","1","","","","2801","Rotonda de Santa Águeda","CMNO. STA. AGUEDA 38","-4.5444903","36.704002",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","2","","","","2802","Portales de la Victoria","CL PORTALES DE LA VICTORIA 18","-4.5445437","36.706234",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","3","","","","2803","Castañetas","CL CASTAÑETERO 12","-4.548813","36.70813",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","4","","","","2804","Castañetas - Campo de Fútbol","CL CASTAÑETERO 52","-4.548739","36.71072",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","5","","","","2805","Las Manceras - Calle Niel","CL LAS MANCERAS Fte. 40","-4.548333","36.71881",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","6","","","","2806","Las Manceras","CL LAS MANCERAS Fte. 3","-4.5481553","36.721256",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","7","","","","2828","Bratislava","CL BRATISLAVA 7","-4.5434914","36.72265",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","8","","","","2829","Praga","CL PRAGA 1","-4.545553","36.723553",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","9","","","","2816","Pasaje Viola","CL JACOB 64","-4.548892","36.723423",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","10","","","","2807","Jacob - El Roquero","CL JACOB 41","-4.549111","36.725914",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","11","","","","2827","Jacob","CL JACOB 21","-4.5488987","36.72814",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","12","","","","2557","José Calderón - Junta de Distrito","CL JOSE CALDERON 157","-4.544454","36.72766",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","13","","","","2558","José Calderón","CL JOSE CALDERON 119","-4.5424867","36.726402",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","14","","","","2559","José Calderón - Instituto","CL JOSE CALDERÓN 55","-4.5395117","36.724308",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","15","","","","2560","José Calderón - Centro de Salud","CL JOSE CALDERON 27","-4.5377207","36.72298",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","16","","","","2561","Pilar del Prado","AV. JOSÉ ORTEGA Y GASSET 14","-4.53513","36.720734",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","17","","","","2562","Vallejo.","CMNO SANTA INES 60","-4.5311728","36.718918",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","18","","","","2817","Pilar del Prado - Oliveros","CMNO SANTA INES 11","-4.534117","36.721043",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","19","","","","2809","Huertecilla de Mañas","CL SAMANIEGO 74","-4.5337424","36.72595",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","20","","","","2810","Huertecilla de Mañas - Calle Bauxita","CTRA CAMPANILLAS A COLMENAREJO 24","-4.534277","36.727654",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","21","","","","2811","Colmenarejo","CL PRINCIPAL DE COLMENAREJO 1","-4.5320344","36.732967",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","22","","","","2818","Colmenarejo - Calle Ágata","CL AGATA 2","-4.5317626","36.734436",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","23","","","","2819","Cmno. del Rayo - La Caraña","DSMO LOCARAÑA 36","-4.53354","36.738228",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","24","","","","2820","El Rayo","DSMO CORTIJO EL RAYO 170","-4.5382805","36.73763",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","25","","","","2812","Fresneda - Somera","DSMO CORTIJO DE SOMERA 7","-4.5389824","36.74104",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","26","","","","2821","Somera","DSMO CORTIJO SANTA MARIA 1","-4.5377946","36.744503",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","27","","","","2822","Fresneda - Los Florido","DSMO FRESNEDA LA 5","-4.5332246","36.752007",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","28","","","","2813","Fresneda - Betania","DSMO HACIENDA LA ESPERANZA 6","-4.5318313","36.754333",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","29","","","","2823","La Ventolera","DSMO HACIENDA LA ESPERANZA 12","-4.5308247","36.75572",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","30","","","","2824","La Perla","DSMO CORTIJO LA PERLA 10","-4.526091","36.760548",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","31","","","","2825","Fresneda - La Perla","DSMO ALLA ENFRENTE 1","-4.5239105","36.76322",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","32","","","","2814","Casillas del Carpintero","DSMO CASILLA DE CARPINTERO 22","-4.520745","36.765675",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","33","","","","2826","Carril de Olmedo - Los Curritos","DSMO OLMEDO LA FRESNEDA 3","-4.5187144","36.766537",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","1","34","","","","2815","Ventorrillo de las Cruces","CTRA. ALMOGÍA","-4.5129404","36.77213",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","35","","","","2851","Bda. Los Núñez","BDA. LOS NUÑEZ ","-4.5157633","36.78003",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","36","","","","2852","Ventorrillo de las Cruces","CTRA. ALMOGÍA","-4.5135593","36.77193",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","37","","","","2866","Carril de Olmedo - Los Curritos","DSMO VILLA ERLINDA 1","-4.5189996","36.766453",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","38","","","","2853","Casillas del Carpintero","DSMO ESCUELA CASAMAYOR 1","-4.5209064","36.76572",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","39","","","","2867","Fresneda - La Perla","DSMO ALLA ENFRENTE 1","-4.524003","36.76326",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","40","","","","2868","La Perla","DSMO CORTIJO LA PERLA 10","-4.5261173","36.760643",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","41","","","","2869","La Ventolera","DSMO FRESNEDA LA 24","-4.5309687","36.75573",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","42","","","","2854","Fresneda - Betania","DSMO FRESNEDA LA 21","-4.5317416","36.75463",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","43","","","","2870","Fresneda - Los Florido","DSMO FRESNEDA LA 1","-4.5331078","36.75236",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","44","","","","2871","Somera","DSMO CORTIJO SANTA MARIA 1","-4.53791","36.744476",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","45","","","","2855","Fresneda - Somera","DSMO CORTIJO DE SOMERA 7","-4.5390882","36.741043",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","46","","","","2872","El Rayo","DSMO CORTIJO EL RAYO 3","-4.5379677","36.73748",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","47","","","","2873","Cmno. del Rayo - La Caraña","DSMO LOCARAÑA 7","-4.5333185","36.73826",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","48","","","","2874","Colmenarejo - Calle Ágata","CL AGATA 1","-4.5318694","36.7345",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","49","","","","2856","Colmenarejo","CL PRINCIPAL DE COLMENAREJO 5","-4.5342474","36.732548",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","50","","","","2857","Huertecilla de Mañas - Calle Bauxita","CTRA CAMPANILLAS A COLMENAREJO 5","-4.534495","36.7277",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","51","","","","2858","Huertecilla de Mañas","CL SAMANIEGO 72","-4.533873","36.725876",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","52","","","","2859","Pilar del Prado - Oliveros","CMNO SANTA INES Fte 27","-4.533862","36.72089",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","53","","","","2507","Vallejo","CMNO SANTA INES 58","-4.531196","36.719086",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","54","","","","2508","Pilar del Prado","AV. JOSÉ ORTEGA Y GASSET 12","-4.5349145","36.72072",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","55","","","","2509","José Calderón - Centro de Salud","CL JOSE CALDERON 34","-4.5375466","36.722973",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","56","","","","2510","José Calderón - Instituto","CL JOSÉ CALDERÓN 60","-4.539387","36.724358",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","57","","","","2511","José Calderón","CL JOSE CALDERON 86","-4.5407987","36.725357",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","58","","","","2512","José Calderón - Junta de Distrito","CL JOSE CALDERON 184","-4.5451555","36.728237",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","59","","","","2860","Jacob","CL JACOB 26","-4.549031","36.728176",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","60","","","","2877","Jacob - El Roquero","CL JACOB 54","-4.5491824","36.726",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","61","","","","2876","Pasaje Viola","CL JACOB 68","-4.5490522","36.722996",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","62","","","","2879","Praga","CL PRAGA 2","-4.545947","36.72349",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","63","","","","2878","Bratislava","CL BRATISLAVA 8","-4.5436053","36.72269",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","64","","","","2861","Las Manceras","CL LAS MANCERAS 3","-4.5482855","36.721226",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","65","","","","2862","Las Manceras - Calle Niel","CRIL CASTAÑETAS 44","-4.548441","36.718685",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","66","","","","2863","Castañetas - Campo de Fútbol","CL CASTAÑETERO 59","-4.5488935","36.710793",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","67","","","","2864","Castañetas","CL CASTAÑETERO 9","-4.548884","36.708202",""
"28.0","28","28","28","Santa Águeda - Campanillas - Bda. Los Nuñez","Nueva Parada en Calle Praga","Santa Águeda","Bda. Los Nuñez","","","","","2","68","","","","2865","Portales de la Victoria","CL PORTALES DE LA VICTORIA 47","-4.544558","36.706154",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","1","","","","2901","Jarazmín","CL JARAZMIN BAJO 26","-4.335785","36.727398",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","2","","","","2902","Cmno. de Jarazmín","CMNO JARAZMIN 1","-4.3365984","36.72465",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","3","","","","2903","Cmno. de Jarazmín","CMNO JARAZMIN 16","-4.3366866","36.723995",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","4","","","","2904","Cmno. Viejo de Vélez","CMNO VIEJO DE VÉLEZ MALAGA 31","-4.3401165","36.72158",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","5","","","","2905","Cmno. Viejo de Vélez","CMNO VIEJO DE VÉLEZ MÁLAGA 29","-4.342048","36.722027",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","6","","","","2906","Cmno. Viejo de Vélez - Instituto","CMNO VIEJO DE VÉLEZ MALAGA 13","-4.345118","36.72249",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","7","","","","2921","Cmno. Viejo de Vélez - Ctra. Olias","CMNO. VIEJO DE VELEZ MALAGA 1","-4.3473334","36.722126",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","8","","","","2907","Ctra. de Olías - Fuente","CTRA OLIAS 76","-4.3456826","36.723843",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","9","","","","2909","Ctra. de Olías - Podadera","CTRA OLIAS  11","-4.3430862","36.72726",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","10","","2017-05-22T22:00:00Z","2017-06-26T22:00:00Z","2910","Ctra. de Olías - Ventas","CTRA OLIAS DSMO LAS MARAVILLAS ","-4.3398814","36.730217",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","11","","","","2937","Ctra. de Olías - El Palo","CTRA OLIAS 105","-4.348291","36.721973",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","12","","","","2926","Algarrobo","CL ALGAROOBO Fte 5","-4.3508883","36.72149",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","13","","","","2927","Algarrobo - Potosí","CL ALGARROBO S/N","-4.3506694","36.722595",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","14","","","","2928","Carmen Amaya","CL BAILAORA CARMEN AMAYA 8","-4.3515096","36.72525",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","15","","","","2929","Idumea","CL IDUMEA 1","-4.3529344","36.72211",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","16","","","","1153","Ctra. de Almería - Chanquete","CL ALMERIA 79","-4.3545985","36.72041",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","17","","","","1154","Ctra. de Almería - Edif. Bahía","CRTA. ALMERIA 41","-4.35657","36.72074",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","18","","","","2930","Villafuerte - J. S. Elcano","CL VILLAFUERTE 8","-4.359967","36.721684",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","19","","","","2913","Villafuerte","CL VILLAFUERTE 48","-4.359008","36.724323",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","20","","","","2914","Reina Fabiola - Colegio","CL REINA FABIOLA 27","-4.3563704","36.727737",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","21","","","","2915","Reina Fabiola - Subestación","CL REINA FABIOLA 21","-4.3576236","36.727562",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","22","","","","2969","José María Alonso - Pablo Sarasate","CL JOSE MARIA ALONSO 3","-4.3581233","36.73011",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","23","","","","2970","José María Alonso - Residencia","CL JOSE MARIA ALONSO 36","-4.359443","36.731308",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","24","","","","2971","José María Alonso - Francisco Rabal","CL JOSE MARIA ALONSO 10","-4.3569646","36.732246",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","25","","","","2972","Leoni Banabú","CL LEONI BANABU 6 ","-4.3560863","36.733437",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","26","","","","2973","Leoni Banabú - Camilo José Cela","CL LEONI BANABU 24","-4.357436","36.73414",""
"29.0","29","29","29","Jarazmín - El Palo - Jarazmín","Nuevas paradas CC y Fernández Shaw","Jarazmin","","","","","","1","27","","","","2974","Magnolios - Adolfo Marsillach","CL MAGNOLIOS 23","-4.3600364","36.733337",""
